img_filename,imdbId,Title,Genre,Drama,Comedy,Romance,Crime,Short,Adventure,Mystery,Horror,Musical ,Fantasy,Family ,Action,Western,History,War,Thriller,Animation,Biography,Documentary ,Sport
21720.jpg,21720,The Cat's Out (1931),Animation|Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17961.jpg,17961,Happiness (1935),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16884.jpg,16884,Flesh and the Devil (1926),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25126.jpg,25126,The Flying Mouse (1934),Animation|Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10821.jpg,10821,Eerie Tales (1919),Fantasy|Horror|Mystery,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24314.jpg,24314,The Mayor of Hell (1933),Crime|Drama|Romance,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21649.jpg,21649,Behind Office Doors (1931),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19344.jpg,19344,Sadie Thompson (1928),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20499.jpg,20499,Thunderbolt (1929),Crime|Drama|Film-Noir,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15202.jpg,15202,The Hands of Orlac (1924),Crime|Horror|Mystery,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6809.jpg,6809,His Picture in the Papers (1916),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20793.jpg,20793,Escape from Dartmoor (1929),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24453.jpg,24453,Pilgrimage (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25586.jpg,25586,Of Human Bondage (1934),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24481.jpg,24481,Queen Christina (1933),Biography|Drama|History,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19607.jpg,19607,You're Darn Tootin' (1928),Short|Comedy|Music,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24240.jpg,24240,Lady for a Day (1933),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25423.jpg,25423,The Lost Patrol (1934),Adventure|War,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11841.jpg,11841,Way Down East (1920),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21739.jpg,21739,La Chienne (1931),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21310.jpg,21310,Romance (1930),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12465.jpg,12465,Miss Lulu Bett (1921),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16392.jpg,16392,The City Without Jews (1924),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16201.jpg,16201,Parisian Love (1925),Crime|Drama|Romance,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13086.jpg,13086,Dr. Mabuse: The Gambler (1922),Crime|Mystery|Thriller,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15881.jpg,15881,Greed (1924),Drama|Thriller|Western,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6668.jpg,6668,Fatty and Mabel Adrift (1916),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066.jpg,4066,The Mysterious X (1914),Drama|Mystery,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19823.jpg,19823,Disraeli (1929),Biography|Drama|History,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4194.jpg,4194,The Knockout (1914),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24763.jpg,24763,When Ladies Meet (1933),Comedy|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17998.jpg,17998,Fanny Hawthorne (1927),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21750.jpg,21750,City Streets (1931),Crime|Drama|Film-Noir,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23911.jpg,23911,Counsellor at Law (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12190.jpg,12190,The Four Horsemen of the Apocalypse (1921),Drama|Romance|War,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11656.jpg,11656,The Scarecrow (1920),Comedy|Short|Family,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15002.jpg,15002,Hot Water (1924),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4707.jpg,4707,Tillie's Punctured Romance (1914),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16004.jpg,16004,Lady Windermere's Fan (1925),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23470.jpg,23470,The Sign of the Cross (1932),Drama|History,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9976.jpg,9976,The Busher (1919),Drama|Sport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22430.jpg,22430,The Star Witness (1931),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23027.jpg,23027,Horse Feathers (1932),Comedy|Musical|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23720.jpg,23720,Young Bride (1932),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20594.jpg,20594,With Byrd at the South Pole (1930),Documentary|Adventure,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11541.jpg,11541,One Week (1920),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18033.jpg,18033,It (1927),Comedy|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24008.jpg,24008,Female (1933),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22103.jpg,22103,The Mad Genius (1931),Drama|Horror|Romance,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10323.jpg,10323,The Cabinet of Dr. Caligari (1920),Fantasy|Horror|Mystery,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13055.jpg,13055,Daydreams (1922),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24559.jpg,24559,The Silk Express (1933),Drama|Mystery|Thriller,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25440.jpg,25440,The Lucky Texan (1934),Romance|Western,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17765.jpg,17765,College (1927),Comedy|Drama|Sport,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21818.jpg,21818,The 3 Penny Opera (1931),Comedy|Drama|Musical,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22753.jpg,22753,Chandu the Magician (1932),Action|Adventure|Fantasy,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10057.jpg,10057,A Day's Pleasure (1919),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19699.jpg,19699,The Black Watch (1929),Adventure|Drama,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15167.jpg,15167,Neobychainye priklyucheniya mistera Vesta v strane bolshevikov (1924),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11521.jpg,11521,"Number, Please? (1920)",Short|Comedy|Romance,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25607.jpg,25607,Operator 13 (1934),Drama|History|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18972.jpg,18972,Hangman's House (1928),Drama|Romance|Thriller,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11293.jpg,11293,High and Dizzy (1920),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25345.jpg,25345,Kentucky Kernels (1934),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22635.jpg,22635,Are You Listening? (1932),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24360.jpg,24360,Murders in the Zoo (1933),Crime|Horror,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4181.jpg,4181,Judith of Bethulia (1914),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19574.jpg,19574,White Shadows in the South Seas (1928),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24969.jpg,24969,Charlie Chan's Courage (1934),Mystery,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21873.jpg,21873,Five Star Final (1931),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11984.jpg,11984,The Boat (1921),Short|Comedy|Family,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11508.jpg,11508,Neighbors (1920),Short|Comedy|Romance,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18578.jpg,18578,Wings (1927),Drama|Romance|War,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24851.jpg,24851,Babbitt (1934),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22074.jpg,22074,The Smiling Lieutenant (1931),Comedy|Romance|Musical,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17029.jpg,17029,Kiki (1926),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8710.jpg,8710,Girl from Stormy Croft (1917),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15136.jpg,15136,Michael (1924),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10040.jpg,10040,Daddy-Long-Legs (1919),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12278.jpg,12278,The 'High Sign' (1921),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22792.jpg,22792,The Crowd Roars (1932),Action|Drama|Sport,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24685.jpg,24685,Torch Singer (1933),Drama|Musical|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19304.jpg,19304,The Racket (1928),Crime|Drama|Film-Noir,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8874.jpg,8874,The Bell Boy (1918),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23469.jpg,23469,The Sign of Four: Sherlock Holmes' Greatest Case (1932),Crime|Drama|Mystery,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6895.jpg,6895,King Lear (1916),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15213.jpg,15213,Papirosnitsa ot Mosselproma (1924),Comedy|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25590.jpg,25590,The Old Fashioned Way (1934),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22639.jpg,22639,ArsÌ¬ne Lupin (1932),Crime|Mystery|Romance,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21931.jpg,21931,The Guardsman (1931),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24961.jpg,24961,The Cat's-Paw (1934),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20641.jpg,20641,Anna Christie (1930),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24411.jpg,24411,One Man's Journey (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10806.jpg,10806,True Heart Susie (1919),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25455.jpg,25455,The Man from Utah (1934),Adventure|Crime|Romance,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14429.jpg,14429,Safety Last! (1923),Comedy|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23985.jpg,23985,The Emperor Jones (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037.jpg,3037,FantÌ«mas: Juve versus FantÌ«mas (1913),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11439.jpg,11439,The Mark of Zorro (1920),Adventure|Romance|Western,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5622.jpg,5622,Liliya Belgii (1915),Animation|Drama|Short,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24188.jpg,24188,Island of Lost Souls (1932),Horror|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5916.jpg,5916,Posle smerti (1915),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13556.jpg,13556,Robin Hood (1922),Adventure|Family|Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23074.jpg,23074,Jewel Robbery (1932),Comedy|Crime|Romance,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23584.jpg,23584,This Is the Night (1932),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15400.jpg,15400,The Thief of Bagdad (1924),Adventure|Family|Fantasy,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21294.jpg,21294,Remote Control (1930),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21228.jpg,21228,Paid (1930),Drama|Film-Noir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18530.jpg,18530,Upstream (1927),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8133.jpg,8133,The Immigrant (1917),Short|Comedy|Drama,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14532.jpg,14532,The Ten Commandments (1923),Biography|Drama|Fantasy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3662.jpg,3662,The Battle of Elderbush Gulch (1913),Short|Action|Western,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21156.jpg,21156,Morocco (1930),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930.jpg,3930,FantÌ«mas: FantÌ«mas versus FantÌ«mas (1914),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19702.jpg,19702,Blackmail (1929),Crime|Thriller,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21074.jpg,21074,Liliom (1930),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25173.jpg,25173,The Girl from Missouri (1934),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12645.jpg,12645,Mad Love (1921),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23322.jpg,23322,The Passionate Plumber (1932),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22397.jpg,22397,Skippy (1931),Family|Drama|Comedy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23394.jpg,23394,The Rich Are Always with Us (1932),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24055.jpg,24055,The Ghoul (1933),Action|Drama|Horror,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22682.jpg,22682,The Big Timer (1932),Drama|Sport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23797.jpg,23797,Betty Boop's Big Boss (1933),Animation|Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24747.jpg,24747,Strauss' Great Waltz (1934),Biography|Music|Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25346.jpg,25346,The Key (1934),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20945.jpg,20945,Half Shot at Sunrise (1930),Comedy|Musical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22111.jpg,22111,The Maltese Falcon (1931),Crime|Drama|Film-Noir,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23649.jpg,23649,Vampyr (1932),Fantasy|Horror,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24465.jpg,24465,The Power and the Glory (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15163.jpg,15163,The Navigator (1924),Action|Comedy|Romance,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24962.jpg,24962,The Rise of Catherine the Great (1934),Biography|Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9018.jpg,9018,A Dog's Life (1918),Short|Comedy|Drama,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9652.jpg,9652,Stella Maris (1918),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22676.jpg,22676,Big City Blues (1932),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23876.jpg,23876,Cavalcade (1933),Drama|Romance|War,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21632.jpg,21632,Bachelor Apartment (1931),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18218.jpg,18218,Old San Francisco (1927),Drama|History|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21551.jpg,21551,The Widow from Chicago (1930),Crime|Drama|Romance,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24262.jpg,24262,The Little Giant (1933),Comedy|Crime|Romance,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844.jpg,2844,FantÌ«mas: In the Shadow of the Guillotine (1913),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18873.jpg,18873,The Fall of the House of Usher (1928),Short|Horror,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20223.jpg,20223,Noah's Ark (1928),Drama|War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21223.jpg,21223,Our Blushing Brides (1930),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24793.jpg,24793,Yogoto no yume (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17048.jpg,17048,Kurutta ippÌ»ji (1926),Drama|Horror,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21763.jpg,21763,Convicted (1931),Mystery|Romance,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19729.jpg,19729,The Broadway Melody (1929),Drama|Musical|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25478.jpg,25478,Maskerade (1934),Comedy|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24216.jpg,24216,King Kong (1933),Adventure|Horror|Sci-Fi,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22151.jpg,22151,The Millionaire (1931),Drama|Comedy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16544.jpg,16544,The Wizard of Oz (1925),Comedy|Family|Fantasy,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22409.jpg,22409,A Soldier's Plaything (1930),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20488.jpg,20488,Their Own Desire (1929),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20590.jpg,20590,The Wild Party (1929),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21281.jpg,21281,Raffles (1930),Adventure|Crime|Drama,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20075.jpg,20075,Laila (1929),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21647.jpg,21647,Beauty and the Boss (1932),Comedy|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21165.jpg,21165,Murder! (1930),Crime|Mystery|Thriller,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11979.jpg,11979,The Blot (1921),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12349.jpg,12349,The Kid (1921),Comedy|Drama|Family,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20018.jpg,20018,In Old Arizona (1928),Romance|Western,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4712.jpg,4712,The Undesirable (1915),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23758.jpg,23758,Ann Carver's Profession (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3419.jpg,3419,The Student of Prague (1913),Drama|Fantasy|Horror,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19067.jpg,19067,A Lady of Chance (1928),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19509.jpg,19509,Underground (1928),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10307.jpg,10307,J'accuse! (1919),Drama|Horror|War,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9878.jpg,9878,Anders als die Andern (1919),Crime|Drama|History,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23659.jpg,23659,Virtue (1932),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17416.jpg,17416,The Son of the Sheik (1926),Adventure|Drama|Romance,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25509.jpg,25509,Les misÌ©rables (1934),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22718.jpg,22718,Boudu Saved from Drowning (1932),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23775.jpg,23775,Baby Face (1933),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20122.jpg,20122,Lucky Star (1929),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3471.jpg,3471,Traffic in Souls (1913),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18618.jpg,18618,Across to Singapore (1928),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7558.jpg,7558,Where Are My Children? (1916),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16232.jpg,16232,Poil de carotte (1925),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22395.jpg,22395,The Skin Game (1931),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13579.jpg,13579,Schatten - Eine ní_chtliche Halluzination (1923),Drama|Fantasy|Horror,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21042.jpg,21042,The Lady of Scandal (1930),Romance|Comedy|Drama,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25227.jpg,25227,The Hearts of Age (1934),Short,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16276.jpg,16276,The Red Kimona (1925),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15801.jpg,15801,Feu Mathias Pascal (1926),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12499.jpg,12499,Never Weaken (1921),Short|Comedy|Thriller,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23303.jpg,23303,One Hour with You (1932),Comedy|Musical|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24553.jpg,24553,Should Ladies Behave (1933),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016.jpg,3016,The Inside of the White Slave Traffic (1913),Short|Drama,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24516.jpg,24516,Sagebrush Trail (1933),Western,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11833.jpg,11833,From Morn to Midnight (1920),Drama|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22074.jpg,22074,The Smiling Lieutenant (1931),Comedy|Romance|Musical,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24800.jpg,24800,Zoo in Budapest (1933),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5339.jpg,5339,A Fool There Was (1915),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21814.jpg,21814,Dracula (1931),Fantasy|Horror,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16039.jpg,16039,The Lost World (1925),Adventure|Fantasy,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
